APRESENTAÇÃO,Quantidade,Unidade,Descrição do item,Unidades,Com Rev
50 MG COM CT BL AL PLAS PVC TRANS X 15,50,MG,COM CT BL AL PLAS PVC TRANS ,15,
"(10,0 + 5,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7","(10,0 + 5,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
"(10,0 + 5,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30","(10,0 + 5,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
"(10,0 + 10,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7","(10,0 + 10,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
"(10,0 + 10,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30","(10,0 + 10,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
"(10,0 + 15,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7","(10,0 + 15,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
"(10,0 + 15,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30","(10,0 + 15,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
"(10,0 + 20,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7","(10,0 + 20,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
"(10,0 + 20,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30","(10,0 + 20,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
"(10,0 + 20,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 60","(10,0 + 20,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,60,COM REV
"(10,0 + 20,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 90","(10,0 + 20,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,90,COM REV
"(10,0 + 20,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 120","(10,0 + 20,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,120,COM REV
"(10,0 + 5,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7","(10,0 + 5,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
"(10,0 + 5,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30","(10,0 + 5,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
"(10,0 + 10,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7","(10,0 + 10,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
"(10,0 + 10,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30","(10,0 + 10,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
"(10,0 + 15,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7","(10,0 + 15,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
"(10,0 + 15,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30","(10,0 + 15,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
"(10,0 + 20,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7","(10,0 + 20,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
"(10,0 + 20,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30","(10,0 + 20,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
"(10,0 + 20,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 60","(10,0 + 20,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,60,COM REV
"(10,0 + 20,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 90","(10,0 + 20,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,90,COM REV
"(10,0 + 20,0) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 120","(10,0 + 20,0)",MG,CT BL AL PLAS PVC/PVDC TRANS ,120,COM REV
300 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 15,300,MG,CAP DURA CT BL AL PLAS PVC/PVDC TRANS ,15,
300 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 30,300,MG,CAP DURA CT BL AL PLAS PVC/PVDC TRANS ,30,
600 MG COM REV CT BL AL PLAS PVC TRANS X 4,600,MG,CT BL AL PLAS PVC TRANS ,4,COM REV
600 MG COM REV CT BL AL PLAS PVC TRANS X 7,600,MG,CT BL AL PLAS PVC TRANS ,7,COM REV
600 MG COM REV CT BL AL PLAS PVC TRANS X 14,600,MG,CT BL AL PLAS PVC TRANS ,14,COM REV
15 MG COM REV CT BL AL PLAS PVC OPC X 15,15,MG,CT BL AL PLAS PVC OPC X,15,COM REV
15 MG COM REV CT BL AL PLAS PVC OPC X 30,15,MG,CT BL AL PLAS PVC OPC ,30,COM REV
15 MG COM REV CT BL AL PLAS PVC OPC X 60,15,MG,CT BL AL PLAS PVC OPC ,60,COM REV
30 MG COM REV CT BL AL PLAS PVC OPC X 15,30,MG,CT BL AL PLAS PVC OPC ,15,COM REV
30 MG COM REV CT BL AL PLAS PVC OPC X 30,30,MG,CT BL AL PLAS PVC OPC X,30,COM REV
30 MG COM REV CT BL AL PLAS PVC OPC X 60,30,MG,CT BL AL PLAS PVC OPC ,60,COM REV
30 MG COM REV CT BL AL PLAS PVC OPC X 10,30,MG,CT BL AL PLAS PVC OPC ,10,COM REV
15 MG COM REV CT BL AL PLAS PVC OPC X 90,15,MG,CT BL AL PLAS PVC OPC ,90,COM REV
15 MG COM REV CT BL AL PLAS PVC OPC X 120,15,MG,CT BL AL PLAS PVC OPC ,120,COM REV
30 MG COM REV CT BL AL PLAS PVC OPC X 90,30,MG,CT BL AL PLAS PVC OPC ,90,COM REV
30 MG COM REV CT BL AL PLAS PVC OPC X 120,30,MG,CT BL AL PLAS PVC OPC ,120,COM REV
50 MG/ML SOL CAPI CT FR PLAS PEAD OPC X 50 ML + VALV,50,MG/ML,SOL CAPI CT FR PLAS PEAD OPC X  ML + VALV,50,
50 MG/ML SOL CAPI CT FR PLAS PEAD OPC X 50 ML,50,MG/ML,SOL CAPI CT FR PLAS PEAD OPC X  ML,50,
50 MG/ML SOL CAPI CT 2 FR PLAS PEAD OPC X 50 ML + VALV,50,MG/ML,SOL CAPI CT 2 FR PLAS PEAD OPC X  ML + VALV,50,
50 MG/ML SOL CAPI CT 3 FR PLAS PEAD OPC X 50 ML + VALV,50,MG/ML,SOL CAPI CT 3 FR PLAS PEAD OPC X  ML + VALV,50,
150 MG COM REV LIB PROL 24 H CT BL AL PLAS PVC/PVDC OPC X 10,150,MG,LIB PROL 24 H CT BL AL PLAS PVC/PVDC OPC ,10,COM REV
150 MG COM REV LIB PROL 24 H CT BL AL PLAS PVC/PVDC OPC X 20,150,MG,LIB PROL 24 H CT BL AL PLAS PVC/PVDC OPC ,20,COM REV
150 MG COM REV LIB PROL 24 H CT BL AL PLAS PVC/PVDC OPC X 30,150,MG,LIB PROL 24 H CT BL AL PLAS PVC/PVDC OPC ,30,COM REV
300 MG COM REV LIB PROL 24 H CT BL AL PLAS PVC/PVDC OPC X 10,300,MG,LIB PROL 24 H CT BL AL PLAS PVC/PVDC OPC ,10,COM REV
300 MG COM REV LIB PROL 24 H CT BL AL PLAS PVC/PVDC OPC X 20,300,MG,LIB PROL 24 H CT BL AL PLAS PVC/PVDC OPC ,20,COM REV
300 MG COM REV LIB PROL 24 H CT BL AL PLAS PVC/PVDC OPC X 30,300,MG,LIB PROL 24 H CT BL AL PLAS PVC/PVDC OPC ,30,COM REV
8 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 5,8,MG,CT BL AL PLAS PVC/PVDC TRANS ,5,COM REV
8 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7,8,MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
8 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 10,8,MG,CT BL AL PLAS PVC/PVDC TRANS ,10,COM REV
8 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 20,8,MG,CT BL AL PLAS PVC/PVDC TRANS ,20,COM REV
8 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,8,MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
"2,5 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7","2,5",MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
"2,5 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 15","2,5",MG,CT BL AL PLAS PVC/PVDC TRANS ,15,COM REV
"2,5 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30","2,5",MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
"2,5 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 60","2,5",MG,CT BL AL PLAS PVC/PVDC TRANS ,60,COM REV
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 5,10,MG,CT BL AL PLAS PVC/PVDC TRANS ,5,COM REV
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7,10,MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 10,10,MG,CT BL AL PLAS PVC/PVDC TRANS X,10,COM REV
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 15,10,MG,CT BL AL PLAS PVC/PVDC TRANS ,15,COM REV
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,10,MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 60,10,MG,CT BL AL PLAS PVC/PVDC TRANS ,60,COM REV
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 100,10,MG,CT BL AL PLAS PVC/PVDC TRANS ,100,COM REV
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7,15,MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14,15,MG,CT BL AL PLAS PVC/PVDC TRANS ,14,COM REV
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 15,15,MG,CT BL AL PLAS PVC/PVDC TRANS X,15,COM REV
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 28,15,MG,CT BL AL PLAS PVC/PVDC TRANS ,28,COM REV
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,15,MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 42,15,MG,CT BL AL PLAS PVC/PVDC TRANS ,42,COM REV
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 60,15,MG,CT BL AL PLAS PVC/PVDC TRANS ,60,COM REV
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 98,15,MG,CT BL AL PLAS PVC/PVDC TRANS ,98,COM REV
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7,20,MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14,20,MG,CT BL AL PLAS PVC/PVDC TRANS ,14,COM REV
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 15,20,MG,CT BL AL PLAS PVC/PVDC TRANS ,15,COM REV
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 28,20,MG,CT BL AL PLAS PVC/PVDC TRANS ,28,COM REV
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,20,MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 42,20,MG,CT BL AL PLAS PVC/PVDC TRANS ,42,COM REV
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 60,20,MG,CT BL AL PLAS PVC/PVDC TRANS ,60,COM REV
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 98,20,MG,CT BL AL PLAS PVC/PVDC TRANS ,98,COM REV
8 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 5,8,MG,CT BL AL PLAS PVC/PVDC TRANS ,5,COM REV
8 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7,8,MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
8 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 10,8,MG,CT BL AL PLAS PVC/PVDC TRANS ,10,COM REV
8 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 20,8,MG,CT BL AL PLAS PVC/PVDC TRANS ,20,COM REV
8 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,8,MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
"2,5 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7","2,5",MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
"2,5 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 15","2,5",MG,CT BL AL PLAS PVC/PVDC TRANS ,15,COM REV
"2,5 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30","2,5",MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
"2,5 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 60","2,5",MG,CT BL AL PLAS PVC/PVDC TRANS ,60,COM REV
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 5,10,MG,CT BL AL PLAS PVC/PVDC TRANS ,5,COM REV
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7,10,MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 10,10,MG,CT BL AL PLAS PVC/PVDC TRANS X,10,COM REV
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 15,10,MG,CT BL AL PLAS PVC/PVDC TRANS ,15,COM REV
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,10,MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 60,10,MG,CT BL AL PLAS PVC/PVDC TRANS ,60,COM REV
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 100,10,MG,CT BL AL PLAS PVC/PVDC TRANS ,100,COM REV
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7,15,MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14,15,MG,CT BL AL PLAS PVC/PVDC TRANS ,14,COM REV
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 15,15,MG,CT BL AL PLAS PVC/PVDC TRANS X,15,COM REV
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 28,15,MG,CT BL AL PLAS PVC/PVDC TRANS ,28,COM REV
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,15,MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 42,15,MG,CT BL AL PLAS PVC/PVDC TRANS ,42,COM REV
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 60,15,MG,CT BL AL PLAS PVC/PVDC TRANS ,60,COM REV
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 98,15,MG,CT BL AL PLAS PVC/PVDC TRANS ,98,COM REV
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7,20,MG,CT BL AL PLAS PVC/PVDC TRANS ,7,COM REV
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14,20,MG,CT BL AL PLAS PVC/PVDC TRANS ,14,COM REV
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 15,20,MG,CT BL AL PLAS PVC/PVDC TRANS ,15,COM REV
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 28,20,MG,CT BL AL PLAS PVC/PVDC TRANS ,28,COM REV
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,20,MG,CT BL AL PLAS PVC/PVDC TRANS ,30,COM REV
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 42,20,MG,CT BL AL PLAS PVC/PVDC TRANS ,42,COM REV
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 60,20,MG,CT BL AL PLAS PVC/PVDC TRANS ,60,COM REV
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 98,20,MG,CT BL AL PLAS PVC/PVDC TRANS ,98,COM REV
25 MG COM MAST CT BL AL PLAS PVC/PCTFE TRANS X 4,25,MG,COM MAST CT BL AL PLAS PVC/PCTFE TRANS ,4,
25 MG COM MAST CT BL AL PLAS PVC/PCTFE TRANS X 10,25,MG,COM MAST CT BL AL PLAS PVC/PCTFE TRANS ,10,
25 MG COM MAST CT BL AL PLAS PVC/PCTFE TRANS X 15,25,MG,COM MAST CT BL AL PLAS PVC/PCTFE TRANS ,15,
50 MG COM MAST CT BL AL PLAS PVC/PCTFE TRANS X 4,50,MG,COM MAST CT BL AL PLAS PVC/PCTFE TRANS ,4,
50 MG COM MAST CT BL AL PLAS PVC/PCTFE TRANS X 10,50,MG,COM MAST CT BL AL PLAS PVC/PCTFE TRANS ,10,
50 MG COM MAST CT BL AL PLAS PVC/PCTFE TRANS X 15,50,MG,COM MAST CT BL AL PLAS PVC/PCTFE TRANS ,15,
50 MG COM REV LIB PROL CT BL AL PLAS PVC/PCTFE TRANS X 10,50,MG,LIB PROL CT BL AL PLAS PVC/PCTFE TRANS ,10,COM REV
50 MG COM REV LIB PROL CT BL AL PLAS PVC/PCTFE TRANS X 30,50,MG,LIB PROL CT BL AL PLAS PVC/PCTFE TRANS ,30,COM REV
10 MG COM REV CT BL AL AL X 20,10,MG,CT BL AL AL ,20,COM REV
10 MG COM REV CT BL AL AL X 30,10,MG,CT BL AL AL ,30,COM REV
20 MG COM REV CT BL AL AL X 30,20,MG,CT BL AL AL ,30,COM REV
50 MG COM REV LIB PROL CT BL AL PLAS PVC/PCTFE TRANS X 10,50,MG,LIB PROL CT BL AL PLAS PVC/PCTFE TRANS ,10,COM REV
50 MG COM REV LIB PROL CT BL AL PLAS PVC/PCTFE TRANS X 30,50,MG,LIB PROL CT BL AL PLAS PVC/PCTFE TRANS ,30,COM REV
(10 + 5) MG COM REV + (10 + 10) MG COM REV + (10 + 15) MG COM REV + (10 + 20) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 7 + 7 + 7 + 7,(10 + 5),MG,+ (10 + 10)   + (10 + 15)   + (10 + 20)   CT BL AL PLAS PVC/PVDC TRANS  + 7 + 7 + 7,7,COM REV
5 MG COM ORODISP CT BL AL PLAS PVC/PVDC OPC X 4,5,MG,COM ORODISP CT BL AL PLAS PVC/PVDC OPC ,4,
5 MG COM ORODISP CT BL AL PLAS PVC/PVDC OPC X 10,5,MG,COM ORODISP CT BL AL PLAS PVC/PVDC OPC ,10,
10 MG COM ORODISP CT BL AL PLAS PVC/PVDC OPC X 4,10,MG,COM ORODISP CT BL AL PLAS PVC/PVDC OPC ,4,
10 MG COM ORODISP CT BL AL PLAS PVC/PVDC OPC X 10,10,MG,COM ORODISP CT BL AL PLAS PVC/PVDC OPC X,10,
100 MG/ML SOL INJ IV CX 40 BOLS PLAS SIST FECH X 250 ML,100,MG/ML,SOL INJ IV C BOLS PLAS SIST FECH  ML,40,
100 MG/ML SOL INJ IV CX 20 BOLS PLAS SIST FECH X 500 ML,100,MG/ML,SOL INJ IV C BOLS PLAS SIST FECH  ML,20,
100 MG/ML SOL INJ IV CX 12 BOLS PLAS SIST FECH X 1000 ML,100,MG/ML,SOL INJ IV C BOLS PLAS SIST FECH  ML,12,
50 MG/ML SOL INJ IV 40 BOLS PLAS SIST FECH X 250 ML,50,MG/ML,SOL INJ IV 40 BOLS PLAS SIST FECH  ML,250,
50 MG/ML SOL INJ IV 20 BOLS PLAS SIST FECH X 500 ML,50,MG/ML,SOL INJ IV 20 BOLS PLAS SIST FECH  ML,500,
50 MG/ML SOL INJ IV 12 BOLS PLAS SIST FECH X 1000 ML,50,MG/ML,SOL INJ IV 12 BOLS PLAS SIST FECH  ML,1000,
50 MG/ML SOL INJ IV CX 40 FR PLAS TRANS SIST FECH X 250 ML ,50,MG/ML,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,40,
50 MG/ML SOL INJ IV CX 20 FR PLAS TRANS SIST FECH X 500 ML,50,MG/ML,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,20,
50 MG/ML SOL INJ IV CX 12 FR PLAS TRANS SIST FECH X 1000 ML ,50,MG/ML,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,12,
100 MG/ML SOL INJ IV CX 40 FR PLAS TRANS SIST FECH X 250 ML ,100,MG/ML,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,40,
100 MG/ML SOL INJ IV CX 20 FR PLAS TRANS SIST FECH X 500 ML ,100,MG/ML,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,20,
100 MG/ML SOL INJ IV CX 12 FR PLAS TRANS SIST FECH X 1000 ML ,100,MG/ML,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,12,
50 MG/ML SOL INJ IV CX 80 BOLS PLAS SIST FECH X 100ML ,50,MG/ML,SOL INJ IV C BOLS PLAS SIST FECH ML,80,
"(0,9G + 5G)/100ML SOL INJ IV CX 40 BOLS TRILAMINADA PP TRANS SIST FECH X 250ML","(0,9G + 5G)",/100ML,SOL INJ IV C BOLS TRILAMINADA PP TRANS SIST FECH ML,40,
"(0,9G + 5G)/100ML SOL INJ IV CX 20 BOLS TRILAMINADA PP TRANS SIST FECH X 500ML","(0,9G + 5G)",/100ML,SOL INJ IV C BOLS TRILAMINADA PP TRANS SIST FECH ML,20,
"(0,9G + 5G)/100ML SOL INJ IV CX 12 BOLS TRILAMINADA PP TRANS SIST FECH X 1000ML","(0,9G + 5G)",/100ML,SOL INJ IV C BOLS TRILAMINADA PP TRANS SIST FECH ML,12,
"(0,9G + 5G)/100ML SOL INJ IV CX 40 FR PLAS TRANS SIST FECH X 250ML","(0,9G + 5G)",/100ML,SOL INJ IV C FR PLAS TRANS SIST FECH ML,40,
"(0,9G + 5G)/100ML SOL INJ IV CX 20 FR PLAS TRANS SIST FECH X 500ML","(0,9G + 5G)",/100ML,SOL INJ IV C FR PLAS TRANS SIST FECH ML,20,
"(0,9G + 5G)/100ML SOL INJ IV CX 12 FR PLAS TRANS SIST FECH X 1000ML","(0,9G + 5G)",/100ML,SOL INJ IV C FR PLAS TRANS SIST FECH ML,12,
SOL INJ IV CX 40 FR PLAS TRANS SIST FECH X 250ML,,,SOL INJ IV C FR PLAS TRANS SIST FECH ML,40,
SOL INJ IV CX 20 FR PLAS TRANS SIST FECH X 500ML,,,SOL INJ IV C FR PLAS TRANS SIST FECH ML,20,
SOL INJ IV CX 12 FR PLAS TRANS SIST FECH X 1000ML,,,SOL INJ IV C FR PLAS TRANS SIST FECH ML,12,
9 G/L SOL INJ IV CX 80 BOLS PLAS SIST FECH X 100 ML ,9,G/L,SOL INJ IV C BOLS PLAS SIST FECH  ML,80,
9 G/L SOL INJ IV CX 40 BOLS PLAS SIST FECH X 250 ML ,9,G/L,SOL INJ IV C BOLS PLAS SIST FECH  ML,40,
9 G/L SOL INJ IV CX 20 BOLS PLAS SIST FECH X 500 ML ,9,G/L,SOL INJ IV C BOLS PLAS SIST FECH  ML,20,
9 G/L SOL INJ IV CX 12 BOLS PLAS SIST FECH X 1000 ML ,9,G/L,SOL INJ IV C BOLS PLAS SIST FECH  ML,12,
9 G/L SOL INJ IV CX 40 FR PLAS TRANS SIST FECH X 250 ML ,9,G/L,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,40,
9 G/L SOL INJ IV CX 20 FR PLAS TRANS SIST FECH X 500 ML ,9,G/L,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,20,
9 G/L SOL INJ IV CX 12 FR PLAS TRANS SIST FECH X 1000 ML ,9,G/L,SOL INJ IV C FR PLAS TRANS SIST FECH  ML,12,
120 MG/ML SOL RET CX 40 FR PLAS TRANS X 250 ML ,120,MG/ML,SOL RET C FR PLAS TRANS  ML,40,
120 MG/ML SOL RET CX 24 FR PLAS TRANS X 500 ML,120,MG/ML,SOL RET C FR PLAS TRANS  ML,24,
"0,25 MG/G + 6,2 MG/G + 2,2 MG/G GEL CT TB PLAS OPC X 50 G","0,25",MG/G,"+ 6,2  + 2,2  GEL CT TB PLAS OPC  G",50,
"0,3 MG/ML + 10 MG/ML SOL TOP FR VD INC X 100 ML","0,3",MG/ML,+ 10  SOL TOP FR VD INC  ML,100,
1 MG/ML + 2 MG/ML + 4 MG/ML SOL TOP FR PLAS SPRAY X 50 ML,1,MG/ML,+ 2  + 4  SOL TOP FR PLAS SPRAY  ML,50,
"0,1 MG / ML + 1 MG / ML SOL TOP FR PLAS VERDE (PET) X 250 ML ","0,1",MG,/ ML + 1  / ML SOL TOP FR PLAS VERDE (PET)  ML,250,
"0,1 MG / ML + 1 MG / ML SOL TOP CT FR PLAS OPC X 100 ML","0,1",MG,/ ML + 1  / ML SOL TOP CT FR PLAS OPC  ML,100,
"(33,0 + 22,0 + 22,0 + 5,5) MG/ML SOL INAL CT FR VD AMB X 45 ML ","(33,0 + 22,0 + 22,0 + 5,5)",MG/ML,SOL INAL CT FR VD AMB  ML,45,
60 MG/ML + 20 MG/ML + 2 MG/ML SUS OR CT FR VD AMB X 240 ML,60,MG/ML,+ 20  + 2  SUS OR CT FR VD AMB  ML,240,
60 MG/ML + 20 MG/ML + 2 MG/ML SUS OR FR PLAS PET OPC X 120 ML,60,MG/ML,+ 20  + 2  SUS OR FR PLAS PET OPC  ML,120,
"0,2 MG /ML+ 60 MG /ML+ 1 MG/ML SOL TOP CT FR VD AMB X 100 ML","0,2",MG,/ML+ 60  /ML+ 1 /ML SOL TOP CT FR VD AMB  ML,100,
"0,2 MG/ML + 60 MG/ML + 1 MG/ML SOL TOP CT FR VD AMB X 200 ML","0,2",MG/ML,+ 60  + 1  SOL TOP CT FR VD AMB  ML,200,
30 MG/ML SOL ORAL CT FR PLAS OPC GOT X 10 ML ,30,MG/ML,SOL ORAL CT FR PLAS OPC GOT  ML,10,
300 MG + 125 MG + 50 MG + 30 MG COM CT BL AL PLAS PVC/PE/PVDC TRANS X 12,300,MG,+ 125  + 50  + 30  COM CT BL AL PLAS PVC/PE/PVDC TRANS ,12,
300 MG + 125 MG + 50 MG + 30 MG COM CT BL AL PLAS PVC/PE/PVDC TRANS X 04,300,MG,+ 125  + 50  + 30  COM CT BL AL PLAS PVC/PE/PVDC TRANS ,04,
300 MG + 125 MG + 50 MG + 30 MG COM CT BL AL PLAS PVC/PE/PVDC TRANS X 30,300,MG,+ 125  + 50  + 30  COM CT BL AL PLAS PVC/PE/PVDC TRANS ,30,
75 MG COM CT BL AL PLAS INC X 15,75,MG,COM CT BL AL PLAS INC ,15,
75 MG COM CT BL AL PLAS INC X 30,75,MG,COM CT BL AL PLAS INC ,30,
75 MG COM CT BL AL PLAS INC X 60,75,MG,COM CT BL AL PLAS INC ,60,
185 MG + 60 MG + 5 MG COM REV CT BL AL PLAS INC X 20,185,MG,+ 60  + 5   CT BL AL PLAS INC ,20,COM REV
20 MG COM CT BL AL PLAS INC X 20,20,MG,COM CT BL AL PLAS INC X,20,
5 MG COM SUB LING CT 3 BL AL PLAS INC X 10,5,MG,COM SUB LING CT 3 BL AL PLAS INC ,10,
