APRESENTAÇÃO,Quantidade,Tipo de Produto,Detalhes da Embalagem,Unidades
15 MG COM REV CT BL AL AL X 10,15 MG,COM REV CT BL AL AL X 10,,
20 MG COM REV CT BL AL PLAS PVC/ACLAR TRANS X 1,20 MG,COM REV CT BL AL PLAS PVC,/ACLAR TRANS,X 1
20 MG COM REV CT BL AL PLAS PVC/ACLAR TRANS X 2,20 MG,COM REV CT BL AL PLAS PVC,/ACLAR TRANS,X 2
20 MG COM REV CT BL AL PLAS PVC/ACLAR TRANS X 4,20 MG,COM REV CT BL AL PLAS PVC,/ACLAR TRANS,X 4
"40 MG SOL INJ CT BL PLAS X 2 SER VD PREENCH C/ AGU X 0,8 ML",40 MG,SOL INJ CT BL PLAS X 2 SER VD PREENCH C,"/ AGU ,8 ML",X 0
"40 MG SOL INJ CT 2 CANETA PREENCH X 0,8ML",40 MG,SOL INJ CT 2 CANETA PREENCH X 0,",8ML",
50 MG SOL INJ CT BL PLAS X 4 SER VD PREENC C/ AGU X 1 ML,50 MG,SOL INJ CT BL PLAS X 4 SER VD PREENC C,/ AGU  ML,X 1
50 MG SOL INJ CT 4 CAN PREENC X 1 ML + SIST APLIC PLAS,50 MG,SOL INJ CT 4 CAN PREENC X 1 ML,+ SIST APLIC PLAS,
200 MG CAP DURA CT BL AL PLAS PVC TRANS X 10,200 MG,CAP DURA CT BL AL PLAS PVC TRANS X 10,,
200 MG CAP DURA CT BL AL PLAS PVC TRANS X 30,200 MG,CAP DURA CT BL AL PLAS PVC TRANS X 30,,
"50 MG+12,5 MG+200MG COM REV CT FR PLAS OPC X 30",50 MG,,"+12,5 MG+200MG COM REV CT FR PLAS OPC",X 30
100 MG+ 25 MG+ 200MG COM REV CT FR PLAS OPC X 30,100 MG,,+ 25 MG+ 200MG COM REV CT FR PLAS OPC,X 30
"150 MG + 37,5 MG + 200 MG COM REV CT FR PLAS OPC X 30",150 MG,,"+ 37,5 MG + 200 MG COM REV CT FR PLAS OPC",X 30
200 MG COM REV CT FR PLAS OPC X 30,200 MG,COM REV CT FR PLAS OPC X 30,,
"120 MG/ML SOL INJ CT FA VD TRANS X 0,23 ML + AGU C/ FILTRO",120 MG,,"/ML SOL INJ CT FA VD TRANS ,23 ML + AGU C/ FILTRO",X 0
"37,5 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PVDC OPC X 30","37,5 MG",CAP DURA LIB PROL CT BL AL PLAS PVC,/PVDC OPC,X 30
75 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PVDC OPC X 30,75 MG,CAP DURA LIB PROL CT BL AL PLAS PVC,/PVDC OPC,X 30
75 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PVDC OPC X 60,75 MG,CAP DURA LIB PROL CT BL AL PLAS PVC,/PVDC OPC,X 60
150 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PCTFE OPC X 30,150 MG,CAP DURA LIB PROL CT BL AL PLAS PVC,/PCTFE OPC,X 30
150 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PCTFE OPC X 60,150 MG,CAP DURA LIB PROL CT BL AL PLAS PVC,/PCTFE OPC,X 60
40 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 5 ML,40 MG,,/ML SOL DIL INFUS IV CT FA VD TRANS  ML,X 5
40 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 25 ML,40 MG,,/ML SOL DIL INFUS IV CT FA VD TRANS  ML,X 25
40 MG/ML SOL DIL INFUS IV CT ENVOL FA VD TRANS X 5 ML,40 MG,,/ML SOL DIL INFUS IV CT ENVOL FA VD TRANS  ML,X 5
40 MG/ML SOL DIL INFUS IV CT ENVOL FA VD TRANS X 25 ML,40 MG,,/ML SOL DIL INFUS IV CT ENVOL FA VD TRANS  ML,X 25
25 MG CAP MOLE CT BL AL AL X 50,25 MG,CAP MOLE CT BL AL AL X 50,,
50 MG CAP MOLE CT BL AL AL X 50,50 MG,CAP MOLE CT BL AL AL X 50,,
100 MG CAP MOLE CT BL AL AL X 50,100 MG,CAP MOLE CT BL AL AL X 50,,
100 MG/ML SOL OR CT FR VD TRANS X 50 ML + SER DOS,100 MG,,/ML SOL OR CT FR VD TRANS  ML + SER DOS,X 50
100 MG/ML SOL INJ/DIL INFUS IV CT 10 FA VD TRANS X 2 ML,100 MG,,/ML SOL INJ/DIL INFUS IV CT 10 FA VD TRANS  ML,X 2
100 MG COM REV CT BL AL PVC/PE/PVDC X 60,100 MG,COM REV CT BL AL PVC,/PE/PVDC,X 60
400 MG COM REV CT BL AL PVC/PE/PVDC X 30,400 MG,COM REV CT BL AL PVC,/PE/PVDC,X 30
400 MG COM REV CT BL AL/AL X 30,400 MG,COM REV CT BL AL,/AL,X 30
50 MG/ML PO SUS OR CT FR VD AMB X 50 ML,50 MG,,/ML PO SUS OR CT FR VD AMB  ML,X 50
50 MG/ML PO SUS OR CT FR VD AMB X 70 ML,50 MG,,/ML PO SUS OR CT FR VD AMB  ML,X 70
250 MG COM REV CT BL AL AL X 10,250 MG,COM REV CT BL AL AL X 10,,
250 MG COM REV CT BL AL AL X 14,250 MG,COM REV CT BL AL AL X 14,,
250 MG PO SUS OR CT ENV AL/PLAS X 14  ,250 MG,PO SUS OR CT ENV AL,/PLAS,X 14
250 MG PO SUS OR CT ENV AL/PLAS X 20,250 MG,PO SUS OR CT ENV AL,/PLAS,X 20
500 MG COM REV CT BL AL AL X 10,500 MG,COM REV CT BL AL AL X 10,,
500 MG COM REV CT BL AL AL X 14,500 MG,COM REV CT BL AL AL X 14,,
500 MG COM REV CT BL AL AL X 20,500 MG,COM REV CT BL AL AL X 20,,
750 MG PO INJ CT FA VD TRANS + DIL X 6 ML ,750 MG,PO INJ CT FA VD TRANS,+ DIL  ML,X 6
250 MG COM REV CT BL AL AL X 30,250 MG,COM REV CT BL AL AL X 30,,
500 MG COM REV CT BL AL AL X 30,500 MG,COM REV CT BL AL AL X 30,,
500 MG COM REV CT BL AL AL X 60,500 MG,COM REV CT BL AL AL X 60,,
750 MG COM REV CT BL AL AL X 30,750 MG,COM REV CT BL AL AL X 30,,
750 MG COM REV CT BL AL AL X 60,750 MG,COM REV CT BL AL AL X 60,,
1000 MG COM REV CT BL AL AL X 30,1000 MG,COM REV CT BL AL AL X 30,,
"2,5 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 20","2,5 MG",COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 20
"2,5 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 60","2,5 MG",COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 60
5 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 20,5 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 20
5 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 60,5 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 60
10 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,10 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 30
15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 28,15 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 28
20 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 28,20 MG,COM REV CT BL AL PLAS PVC,/PVDC TRANS,X 28
"10 MG/ML SOL INJ SC CT SER PREENC VD TRANS X 0,6 ML + DISP DE SEGURANÇA",10 MG,,"/ML SOL INJ SC CT SER PREENC VD TRANS ,6 ML + DISP DE SEGURANÇA",X 0
500 MG + 30 MG COM CT 25 ENV KRAFT X 4,500 MG,,+ 30 MG COM CT 25 ENV KRAFT,X 4
500 MG + 30 MG COM CT ENV AL/PLAS X 100,500 MG,,+ 30 MG COM CT ENV AL/PLAS,X 100
5 MG/G + 1 MG/G + 100 MG/G PÓ TOP FRAS PLAS X 80 G,5 MG,,/G + 1 MG/G + 100 MG/G PÓ TOP FRAS PLAS  G,X 80
5 MG/G + 1 MG/G + 100 MG/G PÓ TOP FRAS PLAS X 120 G,5 MG,,/G + 1 MG/G + 100 MG/G PÓ TOP FRAS PLAS  G,X 120
50 MCG/DOSE SUS NAS CT FR PLAS AMB X 20ML + VALV,50 MCG,,/DOSE SUS NAS CT FR PLAS AMB ML + VALV,X 20
400 MCG/ML SUS INAL OR CT ENV  STR 10 FLAC PLAS TRANS X 2ML,400 MCG,,/ML SUS INAL OR CT ENV  STR 10 FLAC PLAS TRANS ML,X 2
200 MCG/DOSE PO INAL CT DISPOSIT INAL X 100 DOSES,200 MCG,,/DOSE PO INAL CT DISPOSIT INAL  DOSES,X 100
400 MCG/DOSE PO INAL CT DISPOSIT INAL X 100 DOSES,400 MCG,,/DOSE PO INAL CT DISPOSIT INAL  DOSES,X 100
50 MCG/DOSE SUS NAS CT FR PLAS AMB X 200 DOSES + VALV,50 MCG,,/DOSE SUS NAS CT FR PLAS AMB  DOSES + VALV,X 200
(PO SOL + SOL) OR CT 10 FR PLAS PEAD TRANSL X 10 ML,,,(PO SOL + SOL) OR CT 10 FR PLAS PEAD TRANSL  ML,X 10
(PO SOL + SOL) OR CT 15 FR PLAS PEAD TRANSL X 10 ML,,,(PO SOL + SOL) OR CT 15 FR PLAS PEAD TRANSL  ML,X 10
(PO SOL + SOL) OR CT 20 FR PLAS PEAD TRANSL X 10 ML,,,(PO SOL + SOL) OR CT 20 FR PLAS PEAD TRANSL  ML,X 10
(PO SOL + SOL) OR CT 30 FR PLAS PEAD TRANSL X 10 ML,,,(PO SOL + SOL) OR CT 30 FR PLAS PEAD TRANSL  ML,X 10
4 MG/ML SOL GOT CT FR GOT PLAS OPC X 10 ML,4 MG,,/ML SOL GOT CT FR GOT PLAS OPC  ML,X 10
"7,5 MG/ML SOL OR CT FR VD AMB X 50 ML + CGT","7,5 MG",,/ML SOL OR CT FR VD AMB  ML + CGT,X 50
6 MG/ML XPE CT FR VD AMB X 100 ML + COP,6 MG,,/ML XPE CT FR VD AMB  ML + COP,X 100
3 MG/ML XPE CT FR VD AMB X 100 ML + COP,3 MG,,/ML XPE CT FR VD AMB  ML + COP,X 100
"7,5 MG/ML SOL INAL CT ENV X 10 FLAC X 2 ML","7,5 MG",,/ML SOL INAL CT ENV  FLAC X 2 ML,X 10
300 MG COM REV CT BL AL PLAS TRANS X 20,300 MG,COM REV CT BL AL PLAS TRANS X 20,,
600 MG COM REV CT BL AL PLAS TRANS X 20,600 MG,COM REV CT BL AL PLAS TRANS X 20,,
"80 MG/ML SUS INJ CT FA VD INC X 1,5 ML",80 MG,,"/ML SUS INJ CT FA VD INC ,5 ML",X 1
"80 MG/ML SUS INJ CT FA VD INC X 3,0 ML",80 MG,,"/ML SUS INJ CT FA VD INC ,0 ML",X 3
(400 + 800) MCG/ML SUS INAL CT 10 FLAC PLAS TRANS X 2 ML,(400 + 800) MCG,,/ML SUS INAL CT 10 FLAC PLAS TRANS  ML,X 2
10 MG COM CT BL PVC/PVDC/AL X 14 ,10 MG,COM CT BL PVC,/PVDC/AL,X 14
20 MG COM CT BL PVC/PVDC/AL X 14,20 MG,COM CT BL PVC,/PVDC/AL,X 14
10 MG COM CT BL PVC/PVDC/AL X 28,10 MG,COM CT BL PVC,/PVDC/AL,X 28
20 MG COM CT BL PVC/PVDC/AL X 28 ,20 MG,COM CT BL PVC,/PVDC/AL,X 28
20 MG COM CT BL PVC/PVDC OPC X 5,20 MG,COM CT BL PVC,/PVDC OPC,X 5
20 MG COM CT BL PVC/PVDC OPC X 10,20 MG,COM CT BL PVC,/PVDC OPC,X 10
2370 MG + 200 UI PO SUS OR CT 30 ENV PAP/PE/AL X 4 G,2370 MG,,+ 200 UI PO SUS OR CT 30 ENV PAP/PE/AL  G,X 4
2370  MG + 200 UI PO SUS OR CT 60 ENV PAP/PE/AL X 4 G,2370  MG,,+ 200 UI PO SUS OR CT 60 ENV PAP/PE/AL  G,X 4
500 MG COM REV CT FR PLAS OPC X 100,500 MG,COM REV CT FR PLAS OPC X 100,,
5 MG COM CT BL AL PLAS PVC TRANS X 20,5 MG,COM CT BL AL PLAS PVC TRANS X 20,,
5 MG COM CT BL AL PLAS PVC TRANS X 50,5 MG,COM CT BL AL PLAS PVC TRANS X 50,,
100 MCG/DOS SUS NAS CT FR PLAS AMB VALV DOSIM X 120 DOS ,100 MCG,,/DOS SUS NAS CT FR PLAS AMB VALV DOSIM  DOS,X 120
5 MG/ML SOL OR CT FR VD AMB + CTG X 20 ML,5 MG,,/ML SOL OR CT FR VD AMB + CTG  ML,X 20
30 MG + 10 MG COM CT FR VD AMB X 28 ,30 MG,,+ 10 MG COM CT FR VD AMB,X 28
50 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES ,50 MCG,,/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL  DOSES,X 200
100 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES,100 MCG,,/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL  DOSES,X 200
200 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES ,200 MCG,,/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL  DOSES,X 200
250 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES ,250 MCG,,/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL  DOSES,X 200
250 MCG/DOSE SOL AER CT TB AL + ESPAÇ JET X 200 DOSES ,250 MCG,,/DOSE SOL AER CT TB AL + ESPAÇ JET  DOSES,X 200
75 MG/ML SOL INAL OR CT 56 FLAC PLAS TRANS X 4 ML,75 MG,,/ML SOL INAL OR CT 56 FLAC PLAS TRANS  ML,X 4
100 MCG + 6 MCG/DOSE AER BUC CT TB AL + DISPOSITIVO ORAL X 120 DOSES ,100 MCG,,+ 6 MCG/DOSE AER BUC CT TB AL + DISPOSITIVO ORAL  DOSES,X 120
100 MCG + 6 MCG/DOSE PO INAL CT DISP INAL X 120 DOSES,100 MCG,,+ 6 MCG/DOSE PO INAL CT DISP INAL  DOSES,X 120
100 MCG + 6 MCG/DOSE AER BUC CT TB AL + DISPOSITIVO ORAL C CONTADOR X 120 DOSES,100 MCG,,+ 6 MCG/DOSE AER BUC CT TB AL + DISPOSITIVO ORAL C CONTADOR  DOSES,X 120
(200 + 6) MCG SOL AER INAL OR CT TB AL 8 ML X 120 ACIONAMENTOS + DISP INAL C CONTADOR,(200 + 6) MCG,SOL AER INAL OR CT TB AL 8 ML X 120 ACIONAMENTOS,+ DISP INAL C CONTADOR,
(200 + 6) MCG SOL AER INAL OR CT TB AL 8 ML X 120 ACIONAMENTOS + DISP INAL,(200 + 6) MCG,SOL AER INAL OR CT TB AL 8 ML X 120 ACIONAMENTOS,+ DISP INAL,
"(200,0 + 6,0) MCG/DOSE PO INAL OR CT ENVOL DISP INAL X 120 ACION","(200,0 + 6,0) MCG",,/DOSE PO INAL OR CT ENVOL DISP INAL  ACION,X 120
20 MG/ML SOL DIL INFUS IV/OR CT 10 AMP VD TRANS X 1 ML,20 MG,,/ML SOL DIL INFUS IV/OR CT 10 AMP VD TRANS  ML,X 1
(50 + 100) MCG SUS AER INAL OR CT FR AL X 200 ACIONAMENTOS + BOMB,(50 + 100) MCG,SUS AER INAL OR CT FR AL X 200 ACIONAMENTOS,+ BOMB,
(50 + 100) MCG SUS AER INAL OR CT FR AL X 200 ACIONAMENTOS + BOMB + ESPAÇ,(50 + 100) MCG,SUS AER INAL OR CT FR AL X 200 ACIONAMENTOS,+ BOMB + ESPAÇ,
50 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES ,50 MCG,,/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL  DOSES,X 200
50 MCG/DOSE SOL AER CT TB AL + ESPAÇ JET X 200 DOSES ,50 MCG,,/DOSE SOL AER CT TB AL + ESPAÇ JET  DOSES,X 200
50 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL + ESPAÇ JET X 200 DOSES ,50 MCG,,/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL + ESPAÇ JET  DOSES,X 200
100 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES,100 MCG,,/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL  DOSES,X 200
100 MCG/DOSE SOL AER CT TB AL + ESPAÇ JET X 200 DOSES ,100 MCG,,/DOSE SOL AER CT TB AL + ESPAÇ JET  DOSES,X 200
100 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL + ESPAÇ JET X 200 DOSES ,100 MCG,,/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL + ESPAÇ JET  DOSES,X 200
200 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES ,200 MCG,,/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL  DOSES,X 200
200 MCG/DOSE SOL AER CT TB AL + ESPAÇ JET X 200 DOSES ,200 MCG,,/DOSE SOL AER CT TB AL + ESPAÇ JET  DOSES,X 200
200 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL + ESPAÇ JET X 200 DOSES ,200 MCG,,/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL + ESPAÇ JET  DOSES,X 200
250 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL X 200 DOSES ,250 MCG,,/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL  DOSES,X 200
250 MCG/DOSE SOL AER CT TB AL + ESPAÇ JET X 200 DOSES ,250 MCG,,/DOSE SOL AER CT TB AL + ESPAÇ JET  DOSES,X 200
250 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL + ESPAÇ JET X 200 DOSES ,250 MCG,,/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL + ESPAÇ JET  DOSES,X 200
"(100,0 + 6,0 +12,5) MCG SOL AER INAL OR CT FR AL  X 60 ACIONAMENTOS + DISP INAL","(100,0 + 6,0 +12,5) MCG",SOL AER INAL OR CT FR AL  X 60 ACIONAMENTOS,+ DISP INAL,
"(100,0 + 6,0 +12,5) MCG SOL AER INAL OR CT FR AL X 120 ACIONAMENTOS + DISP INAL","(100,0 + 6,0 +12,5) MCG",SOL AER INAL OR CT FR AL X 120 ACIONAMENTOS,+ DISP INAL,
10 MG PO SOL INFUS CT FA VD TRANS X 1,10 MG,PO SOL INFUS CT FA VD TRANS X 1,,
10 MG PO SOL INFUS CT FA VD TRANS X 5,10 MG,PO SOL INFUS CT FA VD TRANS X 5,,
10 MG PO SOL INFUS CT FA VD TRANS X 10,10 MG,PO SOL INFUS CT FA VD TRANS X 10,,
"7,0 MG PÓ LIOF CAP GEL DURA CT BL AL AL X 10","7,0 MG",PÓ LIOF CAP GEL DURA CT BL AL AL X 10,,
"7,0 MG PÓ LIOF CAP GEL DURA CT BL AL AL X 30","7,0 MG",PÓ LIOF CAP GEL DURA CT BL AL AL X 30,,
"3,5 MG PÓ LIOF CAP GEL DURA CT BL AL AL X 10","3,5 MG",PÓ LIOF CAP GEL DURA CT BL AL AL X 10,,
"3,5 MG GRAN CT 30 SACHETS","3,5 MG",GRAN CT 30 SACHETS,,
1 G PO INJ CX 50 FA VD TRANS,1 G,PO INJ CX 50 FA VD TRANS,,
1 G PO SOL INJ CT 50 FA VD TRANS,1 G,PO SOL INJ CT 50 FA VD TRANS,,
500 MG + 500 MG PO SOL INJ IV CT 10 FA VD TRANS,500 MG,,+ 500 MG PO SOL INJ IV CT 10 FA VD TRANS,
500 MG + 500 MG PO INJ IV CX 25 FA VD TRANS,500 MG,,+ 500 MG PO INJ IV C FA VD TRANS,X 25
1 G PO SOL INJ CX 50 FA VD TRANS,1 G,PO SOL INJ CX 50 FA VD TRANS,,
200 MG PO LIOF INJ CT FA VD INC,200 MG,PO LIOF INJ CT FA VD INC,,
1 G PO SOL INJ CX 50 FA VD TRANS (EMB HOSP),1 G,PO SOL INJ CX 50 FA VD TRANS,(EMB HOSP),
500 MG PÓ INJ CT 10 FA VD TRANS,500 MG,PÓ INJ CT 10 FA VD TRANS,,
1 G PÓ INJ CX 10 FA VD TRANS,1 G,PÓ INJ CX 10 FA VD TRANS,,
"1,0 G PO INJ CX 10 FA VD INC","1,0 G",PO INJ CX 10 FA VD INC,,
1 ML/ML SOL INAL CT FR VD AMB X 100 ML (REST HOSP) ,1 ML,,/ML SOL INAL CT FR VD AMB  ML (REST HOSP),X 100
1 ML/ML SOL INAL CT FR VD AMB X 250 ML (REST HOSP) ,1 ML,,/ML SOL INAL CT FR VD AMB  ML (REST HOSP),X 250
1 ML/ML SOL INAL CT FR VD AMB X 100 ML (REST HOSP) ,1 ML,,/ML SOL INAL CT FR VD AMB  ML (REST HOSP),X 100
1 ML/ML SOL INAL CT FR VD AMB X 240 ML (REST HOSP) ,1 ML,,/ML SOL INAL CT FR VD AMB  ML (REST HOSP),X 240
"0,1 MG/ML SOL INJ IV CT 5 AMP VD INC X 5 ML ","0,1 MG",,/ML SOL INJ IV CT 5 AMP VD INC  ML,X 5
1 G PO SOL INJ IM/IV CX 50 FA VD TRANS,1 G,PO SOL INJ IM,/IV C FA VD TRANS,X 50
2 G PO SOL INJ IM/IV CX 50 FA VD TRANS,2 G,PO SOL INJ IM,/IV C FA VD TRANS,X 50
500 MG COM REV CT BL AL/AL X 50,500 MG,COM REV CT BL AL,/AL,X 50
500 MG PO SOL INJ IV CX 10 FA VD TRANS,500 MG,PO SOL INJ IV CX 10 FA VD TRANS,,
500 MG PO SOL INJ IV CX 25 FA VD TRANS,500 MG,PO SOL INJ IV CX 25 FA VD TRANS,,
1 G PO SOL INJ IV CX 25 FA VD TRANS,1 G,PO SOL INJ IV CX 25 FA VD TRANS,,
"1,0 G PO INJ CX 25 FA VD INC","1,0 G",PO INJ CX 25 FA VD INC,,
1 G PÓ SOL INJ CX 50 FA VD TRANS (EMB HOSP),1 G,PÓ SOL INJ CX 50 FA VD TRANS,(EMB HOSP),
750 MG PÓ INJ IM/IV CX 50 FA VD TRANS,750 MG,PÓ INJ IM,/IV C FA VD TRANS,X 50
500 MG + 500 MG PO INJ IV CX 25 FA VD TRANS,500 MG,,+ 500 MG PO INJ IV C FA VD TRANS,X 25
1 G PO SOL INJ CT 50 FA VD TRANS,1 G,PO SOL INJ CT 50 FA VD TRANS,,
200 MG PÓ LIOF SOL INFUS IV CT FA VD TRANS,200 MG,PÓ LIOF SOL INFUS IV CT FA VD TRANS,,
1 G PÓ SOL INJ CT FA VD TRANS,1 G,PÓ SOL INJ CT FA VD TRANS,,
1 G PÓ SOL INJ CX 50 FA VD TRANS,1 G,PÓ SOL INJ CX 50 FA VD TRANS,,
1ML/ML SOL INAL CT FR VD AMB X 100 ML,1ML,,/ML SOL INAL CT FR VD AMB  ML,X 100
1ML/ML SOL INAL CT FR VD AMB X 240 ML,1ML,,/ML SOL INAL CT FR VD AMB  ML,X 240
1 ML/ML SOL INAL CT FR VD AMB X 250 ML,1 ML,,/ML SOL INAL CT FR VD AMB  ML,X 250
1 ML/ML SOL INAL CT FR VD AMB X 100 ML,1 ML,,/ML SOL INAL CT FR VD AMB  ML,X 100
150 MCG/ML SOL INJ CX 25 AMP VD AMB X 1 ML,150 MCG,,/ML SOL INJ C AMP VD AMB X 1 ML,X 25
150 MCG/ML SOL INJ CX 25 EST X AMP VD AMB X 1 ML,150 MCG,,/ML SOL INJ C EST X AMP VD AMB X 1 ML,X 25
150 MCG/ML SOL INJ CX 30 EST X AMP VD AMB X 1 ML,150 MCG,,/ML SOL INJ C EST X AMP VD AMB X 1 ML,X 30
150 MCG/ML SOL INJ CX 50 AMP VD AMB X 1 ML,150 MCG,,/ML SOL INJ C AMP VD AMB X 1 ML,X 50
2 MG/ML SOL INJ CX 5 EST X AMP VD TRANS X 20 ML,2 MG,,/ML SOL INJ C EST X AMP VD TRANS X 20 ML,X 5
"7,5 MG/ML SOL INJ CX 5 EST X AMP VD TRANS X 20 ML","7,5 MG",,/ML SOL INJ C EST X AMP VD TRANS X 20 ML,X 5
10 MG/ML SOL INJ CX 5 EST X AMP VD TRANS X 20 ML,10 MG,,/ML SOL INJ C EST X AMP VD TRANS X 20 ML,X 5
2 MG/ML SOL INJ CX 5 EST X FA VD TRANS X 20 ML,2 MG,,/ML SOL INJ C EST X FA VD TRANS X 20 ML,X 5
2 MG/ML SOL INJ CX 25 EST X FA VD TRANS X 20 ML,2 MG,,/ML SOL INJ C EST X FA VD TRANS X 20 ML,X 25
"7,5 MG/ML SOL INJ CX 5 EST X FA VD TRANS X 20 ML","7,5 MG",,/ML SOL INJ C EST X FA VD TRANS X 20 ML,X 5
"7,5 MG/ML SOL INJ CX 25 EST X FA VD TRANS X 20 ML","7,5 MG",,/ML SOL INJ C EST X FA VD TRANS X 20 ML,X 25
10 MG/ML SOL INJ CX 5 EST X FA VD TRANS X 20 ML,10 MG,,/ML SOL INJ C EST X FA VD TRANS X 20 ML,X 5
10 MG/ML SOL INJ CX 25 EST X FA VD TRANS X 20 ML,10 MG,,/ML SOL INJ C EST X FA VD TRANS X 20 ML,X 25
2 MG/ML SOL INJ CX 50 FA VD TRANS X 20 ML,2 MG,,/ML SOL INJ C FA VD TRANS X 20 ML,X 50
"7,5 MG/ML SOL INJ CX 50 FA VD TRANS X 20 ML","7,5 MG",,/ML SOL INJ C FA VD TRANS X 20 ML,X 50
10 MG/ML SOL INJ CX 50 FA VD TRANS X 20 ML,10 MG,,/ML SOL INJ C FA VD TRANS X 20 ML,X 50
"(1,5 + 45) MG/G GEL DERM TB PLAS OPC X 100 G","(1,5 + 45) MG",,/G GEL DERM TB PLAS OPC  G,X 100
"(3 + 1,5  + 93,33) MG/G PO DERM FR PLAS OPC X 150 G","(3 + 1,5  + 93,33) MG",,/G PO DERM FR PLAS OPC  G,X 150
5 MG COM CT BL AL PLAS AMB X 30,5 MG,COM CT BL AL PLAS AMB X 30,,
10 MG COM CT BL AL PLAS AMB X 30,10 MG,COM CT BL AL PLAS AMB X 30,,
"2,5 MG/ML SOL OR CT FR VD AMB X 20 ML","2,5 MG",,/ML SOL OR CT FR VD AMB  ML,X 20
50 MG/G CREM DERM CT BG AL X 10 G,50 MG,,/G CREM DERM CT BG AL  G,X 10
20 MG/G POM DERM CT BG AL X 15 G,20 MG,,/G POM DERM CT BG AL  G,X 15
100 MG COM REV CT BL AL PLAS TRANS X 60,100 MG,COM REV CT BL AL PLAS TRANS X 60,,
400 MG COM REV CT BL AL PLAS TRANS X 30,400 MG,COM REV CT BL AL PLAS TRANS X 30,,
3 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML,3 MG,,/ML SOL OFT CT FR PLAS OPC GOT  ML,X 5
2% GEL TOP CT BG AL X 30 G + APLIC,,2,% GEL TOP CT BG AL  G + APLIC,X 30
"5,0  MG/ML  SOL OFT CT FR PLAS OPC GOT X 5 ML","5,0  MG",,/ML  SOL OFT CT FR PLAS OPC GOT  ML,X 5
"(4 + 0,5) G PO SOL INFUS IV CT 10 FA VD TRANS","(4 + 0,5) G",PO SOL INFUS IV CT 10 FA VD TRANS,,
25 MG COM CT BL AL PLAS TRANS  X 30,25 MG,COM CT BL AL PLAS TRANS  X 30,,
50 MG COM CT BL AL PLAS TRANS X 30,50 MG,COM CT BL AL PLAS TRANS X 30,,
10 MG COM CT BL AL PLAS TRANS X 30,10 MG,COM CT BL AL PLAS TRANS X 30,,
20 MG COM CT BL AL PLAS TRANS X 30,20 MG,COM CT BL AL PLAS TRANS X 30,,
5 MG COM REV CT BL AL/AL X 30,5 MG,COM REV CT BL AL,/AL,X 30
10 MG COM REV CT BL AL/AL X 30,10 MG,COM REV CT BL AL,/AL,X 30
"2,5 MG COM REV CT BL AL/AL X 30","2,5 MG",COM REV CT BL AL,/AL,X 30
